Author,News_statement,Source,Validity_Check
Laura Schulte,“As your Lieutenant Governor…I cut your taxes.”,Rebecca Kleefisch,Fake
Samantha Putterman,"Disney+ has had over 350,000 cancellations in the last five days.",Facebook posts,Fake
Gabrielle Settles,The chairman of Virginia’s Republican Party made a “shockingly racist post” about Defense Secretary Lloyd Austin.,Occupy Democrats,Fake
Ciara O'Rourke,Christine Blasey Ford and Brett Kavanaugh were actors wearing masks during Kavanaugh’s U.S. Supreme Court confirmation hearing.,Viral image,Fake
Yacob Reyes,"“You couldn’t buy a cannon when, in fact, the Second Amendment passed.""",Joe Biden,Fake
Jeff Cercone,Poland palace that Biden visited is fake.,Facebook posts,Fake
Ciara O'Rourke,Ukraine is the “money laundering and child sex trafficking capital of the world!”,Viral image,Fake
Madison Czopek,People protesting the Dakota Access pipeline “were intentionally poisoned” by government officials in North Dakota when a pilot “knowingly sprayed poisonous chemicals” over protesters’ camps.,Facebook posts,Fake
Samantha Putterman,The COVID-19 vaccines contain “HIV lipid wrappers.”,Facebook posts,Fake
Monique Curet,"""Special Forces arrest Deep State Dr. Anthony Fauci.""",Instagram posts,Fake
Warren Fiske,“The proposed (Virginia) House budget cuts hundreds of millions in funding for public education…”,Democratic Party of Virginia,Fake
Tom Kertscher,“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,Evan McMullin,Real
Monique Curet,"As with people vaccinated against COVID-19, “many people who were NOT vaccinated also experienced zero or mild symptoms.”",Facebook posts,Fake
Yacob Reyes,New York City is “wasting taxpayer money on” billboards in Florida.,Ron DeSantis,Fake
Gabrielle Settles,Disney CEO Bob Chapek was arrested for human trafficking.,Instagram posts,Fake
Andy Nguyen,"“With the money Elon Musk spent to buy Twitter shares, he could have given every American family $100,000 and still had enough left over to cancel all student debt.”",Tweets,Fake
Jeff Cercone,2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.,Facebook posts,Fake
Monique Curet,“German perverts open bestiality brothels.”,Michael Knowles,Fake
D.L. Davis,"""The price of insulin has been jacked up by Big Drug Corporations.”",Tammy Baldwin,Real
Ciara O'Rourke,Photo shows someone in a swastika shirt giving a Nazi salute at a recent Donald Trump rally.,Viral image,Fake
Samantha Putterman,John D. Rockefeller coined the term “fossil fuel” to trick people into thinking that his product was scarce and drive up the price when fossil fuels are actually “the second most abundant liquid on the planet.”,Facebook posts,Fake
Tom Kertscher,"“A secret backroom deal"" gave ""away hundreds of millions of tax dollars to a Soros-owned company.""",David Perdue,Fake
Madeline Heim,"“Over the course of two months, Tony Evers refused to remove (Curtis Schmitt Jr.) from the (state’s veterans) Board despite having the authority to do (so).”",Kevin Nicholson,Fake
Monique Curet,Schools are putting litter boxes in bathrooms to accommodate kids who identify as furries.,Facebook posts,Fake
Amy Sherman,"“Joe Biden’s open border” means that there are “more Democrat voters pouring into this country.""",J.D. Vance,Fake
Jeff Cercone,Twitter employee named Jackson Mulholland resigned in a tweet after Elon Musk joined the company’s board.,Facebook posts,Fake
Monique Curet,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",Facebook posts,Fake
Sara Swann,"“Colorado Governor Jared Polis has just signed into law a bill legalizing abortions through all nine months, up until the moment of birth.”",Facebook posts,Fake
Gabrielle Settles,"“Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.”",Facebook posts,Fake
Jeff Cercone,Photo of injured Ukrainian woman was from 2018 Russia gas explosion.,Instagram posts,Fake
Lauren White,Only 2% of K-12 students would benefit from Iowa’s school voucher bill.,Jennifer Konfrst,Real
Ciara O'Rourke,"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged? What if they’re fake? What if the Ukrainian military killed them & then blamed Russia? I’m not saying any of this is true, I’m just asking the questions. Why can’t we ask these questions?”",Tweets,Fake
Bill McCarthy,"Josh Mandel doctored an image in a campaign ad but ""forgot to Photoshop the hands that clearly show he put his face on the body of a Black soldier.""",Occupy Democrats,Fake
Monique Curet,"""Biden changes his mind and now wants to resume building Trump’s wall.""",Facebook posts,Fake
Monique Curet,Sudden death in adults and Sudden Infant Death Syndrome are caused by vaccines.,Facebook posts,Fake
Monique Curet,A photo shows a helicopter rescue mission in Afghanistan where wounded men were loaded onboard.,Facebook posts,Fake
Jon Greenberg,"Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney “are pro-pedophile.”",Marjorie Taylor Greene,Fake
Tom Gaughan,"Gov. Kathy Hochul’s “record” includes “firing” 34,000 health care workers.",Rob Astorino,Real
Jon Greenberg,"In cutting greenhouse gas emissions, the United States is “the leader in the world by far.”",Dan Sullivan,Real
Samantha Putterman,The FBI lost Hunter Biden’s laptop.,Donald Trump Jr.,Fake
Tom Kertscher,"""John Fetterman's a self-described democratic socialist.""",Penn Progress,Fake
Madison Czopek,“California introduces new bill that would allow mothers to kill their babies up to 7 days after birth.”,Facebook posts,Fake
Tom Kertscher,"“Senate Republicans’ plan"" would ""end Social Security"" and ""end Medicare.""",Democratic Senatorial Campaign Committee,Fake
Bill McCarthy,“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.”,Tweets,Fake
Jeff Cercone,Pfizer paid “$2.8 million bribe payment” to the FDA for COVID-19 vaccine approval.,Tweets,Fake
Bill McCarthy,"Says Barack Obama tweeted, “Has anyone checked to make sure Donald Trump doesn’t have a Russian birth certificate?”",Facebook posts,Fake
Samantha Putterman,Says New Zealand Prime Minister Jacinda Ardern said her country doesn’t have to deal with the “rage of older white men” because “we’ve never allowed Rupert Murdoch to set up a media outlet here.”,Instagram posts,Fake
Bill McCarthy,"A video taken from a car driving through Bucha, Ukraine, shows a corpse “moving his arm,” and then “in the rear view mirror the ‘corpse’ sits down.”",Russian Ministry of Defense,Fake
Nusaiba Mizan,"""As compared to last year, Texas has about 15% more power generation capacity.""",Greg Abbott,Real
Louis Jacobson,"The economy was ""dead in the water when we got here. Virtually no jobs created.""",Ron Klain,Fake
Jon Greenberg,"According to the Census Bureau, “5 million more people voted than were registered to vote” in the 2020 election.",Mike Gibbons,Fake
Paul Specht,"“The House voted to cap insulin prices to $35/month, just $420 each year! Richard Hudson voted NO.”",Ben Clark,Fake
Sara Swann,"“Democrat’s New Plan: Tax billionaires to lower the deficit by $1 TRILLION and fund clean energy independence. Republican’s New Plan: Raise taxes on households earning less than $50,000 by an ADDITIONAL $4,500 after CUTTING taxes for the rich.”",Facebook posts,Fake
Tom Kertscher,"Says Mike Gibbons said ""military service doesn't count as real work.""",Josh Mandel,Fake
D.L. Davis,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",Wisconsin Manufacturers and Commerce,Real
Jill Terreri,"A baby’s immune system can’t handle antigens from vaccines, because new food must be introduced slowly to identify allergic reactions.",Facebook posts,Fake
Louis Jacobson,The Strategic Petroleum Reserve has “been mostly empty” for decades.,Donald Trump,Fake
Analisa Trofimuk,“An extra 2 whole months and 15 days. That’s how long it takes for white women to make the same amount men made in the same job last year. And it's even worse for women of color.”,Tammy Duckworth,Fake
Monique Curet,"Pfizer staged the Will Smith and Chris Rock confrontation at the Academy Awards because it ""has a new alopecia medication coming out.""",Facebook posts,Fake
Monique Curet,"Germany imposes a 19% tax on feminine hygiene products but a 7% tax on books, so one company is packaging tampons as books.",Facebook posts,Fake
Jeff Cercone,The Biden administration is attempting “to criminalize free speech.”,Sarah Palin,Fake
Jon Greenberg,"“You go to a store, they don’t have bread.”",Donald Trump,Fake
Monique Curet,"""Alopecia isn't a medical disease; it's an aesthetic one.""",Facebook posts,Fake
Ciara O'Rourke,Joe Biden didn’t sign an antilynching bill in a ceremony outside the White House on March 29.,Facebook posts,Fake
Yacob Reyes,“A Florida court sets atheist holy day” on April 1.,Facebook posts,Fake
Gabrielle Settles,A video shows crowds shouting profanity at Joe Biden.,Facebook posts,Fake
Eleanor Hildebrandt,"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.”",Joni Ernst,Real
Monique Curet,"""JUST IN: The Vatican has invited Chelsea Clinton, Dr. Fauci, New Age figure Deepak Chopra and the CEOs of Moderna and Pfizer to speak at a May conference focusing on 'health' and the 'soul.'""",Facebook posts,Real
Samantha Putterman,"“The Space Foundation has erased the honors previously bestowed on Yuri Gagarin, the first man to ever be in space. His name was stripped ‘in light of current events.’”",Facebook posts,Fake
Paul Specht,“Pat McCrory appointed the ‘Republican’ judge who sided with Democrats in the partisan Democrat lawsuit/power-grab over redistricting.”,Ted Budd,Fake
Yacob Reyes,"Says Chris Rock apologized after 94th Academy Awards, saying, “Last night I crossed a line that I shouldn’t have and paid the enormous price of my reputation as a renown comedian.”",Facebook posts,Fake
Elizabeth Egan,“New York state has already lost 99% of its historic freshwater wetlands.”,Sean Ryan,Fake
Amy Sherman,The 2021 Georgia Senate runoff and the 2020 presidential election “were stolen.”,David Perdue,Fake
Jeff Cercone,“Amy Coney Barrett overturned a $6.7M verdict after a prison guard repeatedly raped a 19-year-old inmate who was 8 months pregnant.”,Facebook posts,Real
Sara Swann,"In 1975, then-U.S. Sen. Joe Biden opposed efforts by President Gerald Ford to aid South Vietnam and evacuate refugees.",Facebook posts,Fake
Gabrielle Settles,Putin beheaded bioweapon engineers in Ukraine.,Facebook posts,Fake
Ciara O'Rourke,Twitter suspended a swimmer for tweeting about Lia Thomas.,Viral image,Fake
Tom Kertscher,"""David McCormick fired Pennsylvanians and bragged about shipping their jobs to Asia.""",Mehmet Oz,Fake
Warren Fiske,Ketanji Brown Jackson “believes in abortion on demand up to the moment of birth.”,Bob Good,Fake
Ciara O'Rourke,Photo shows Nicole Kidman reacting to Will Smith slapping Chris Rock.,Viral image,Fake
Ciara O'Rourke,Photos show celebrities reacting to Will Smith slapping Chris Rock.,Viral image,Fake
Ciara O'Rourke,Foo Fighters drummer Taylor Hawkins died from a COVID-19 vaccine.,Facebook posts,Fake
Ciara O'Rourke,Will Smith slapped Chris Rock “to take attention away from Ukraine.”,Tweets,Fake
Laura Schulte,Gas prices are high “due to the Democrats’ war on fossil fuels.”,Ron Johnson,Fake
Ciara O'Rourke,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",Viral image,Fake
